ID,Prediction
92_2014-01-01,0.016568337
93_2014-01-01,0.011555943
94_2014-01-01,0.012043568
95_2014-01-01,0.03370526
96_2014-01-01,0.06269684
97_2014-01-01,0.06818003
98_2014-01-01,0.13709804
99_2014-01-01,0.11966584
100_2014-01-01,0.3542573
101_2014-01-01,0.4498221
102_2014-01-01,0.31802082
103_2014-01-01,0.026008079
104_2014-01-01,0.14041351
105_2014-01-01,0.10765927
106_2014-01-01,0.19750991
107_2014-01-01,0.103556216
108_2014-01-01,0.082537174
109_2014-01-01,0.15785564
110_2014-01-01,0.1300427
111_2014-01-01,0.1548009
112_2014-01-01,0.060197588
113_2014-01-01,0.023192333
114_2014-01-01,0.016143508
115_2014-01-01,0.010868869
116_2014-01-01,0.013080728
117_2014-01-01,0.0014733121
118_2014-01-01,0.00015626833
119_2014-01-01,9.815452e-05
120_2014-01-01,0.00013521331
121_2014-01-01,6.4976164e-05
122_2014-01-01,5.5445074e-05
123_2014-01-01,6.723001e-05
124_2014-01-01,0.00046257867
125_2014-01-01,0.0021491242
126_2014-01-01,0.0025339022
127_2014-01-01,0.002457612
128_2014-01-01,0.00056775846
129_2014-01-01,7.208704e-05
130_2014-01-01,0.016017472
131_2014-01-01,0.021186206
132_2014-01-01,0.13796203
133_2014-01-01,0.20709237
134_2014-01-01,0.20454204
135_2014-01-01,0.12681074
136_2014-01-01,0.19401881
137_2014-01-01,0.10930589
138_2014-01-01,0.23892355
139_2014-01-01,0.15760975
140_2014-01-01,0.044369925
141_2014-01-01,0.019089371
142_2014-01-01,0.009360655
143_2014-01-01,0.02403783
144_2014-01-01,0.050153997
145_2014-01-01,0.09822148
146_2014-01-01,0.10828828
147_2014-01-01,0.21086663
148_2014-01-01,0.47013366
149_2014-01-01,0.43514636
150_2014-01-01,0.38505882
151_2014-01-01,0.51876664
152_2014-01-01,0.0071186004
153_2014-01-01,0.049634505
154_2014-01-01,0.033108484
155_2014-01-01,0.07504794
156_2014-01-01,0.1134006
157_2014-01-01,0.028975463
158_2014-01-01,0.10963445
159_2014-01-01,0.04642002
160_2014-01-01,0.065520994
161_2014-01-01,0.021765897
162_2014-01-01,0.005024789
163_2014-01-01,0.000755842
164_2014-01-01,0.0002733047
165_2014-01-01,0.00024598764
166_2014-01-01,0.0001688526
167_2014-01-01,0.002165997
168_2014-01-01,0.0007402975
169_2014-01-01,0.0067849304
170_2014-01-01,0.0002166566
171_2014-01-01,8.081668e-05
172_2014-01-01,5.535648e-05
173_2014-01-01,7.080099e-05
174_2014-01-01,5.9176255e-05
175_2014-01-01,7.543328e-05
176_2014-01-01,8.448227e-05
177_2014-01-01,0.00054496643
178_2014-01-01,0.00062470604
179_2014-01-01,0.00047420722
180_2014-01-01,0.00015599589
181_2014-01-01,7.322698e-05
182_2014-01-01,0.021550266
183_2014-01-01,0.008062243
184_2014-01-01,0.012609908
185_2014-01-01,0.023095073
186_2014-01-01,0.036112297
187_2014-01-01,0.080306426
188_2014-01-01,0.05044316
189_2014-01-01,0.11081945
190_2014-01-01,0.29262987
191_2014-01-01,0.30657557
192_2014-01-01,0.13831235
193_2014-01-01,0.076749496
194_2014-01-01,0.037124086
195_2014-01-01,0.012559666
196_2014-01-01,0.042138048
197_2014-01-01,0.08797969
198_2014-01-01,0.15550166
199_2014-01-01,0.3733008
200_2014-01-01,0.44548845
201_2014-01-01,0.41286576
202_2014-01-01,0.24968001
203_2014-01-01,0.23975241
204_2014-01-01,0.17096616
205_2014-01-01,0.0031902322
206_2014-01-01,0.005299431
207_2014-01-01,0.008335759
208_2014-01-01,0.015625376
209_2014-01-01,0.029822817
210_2014-01-01,0.007527565
211_2014-01-01,0.025045272
212_2014-01-01,0.008352658
213_2014-01-01,0.0111705335
214_2014-01-01,0.006565571
215_2014-01-01,0.0019465735
216_2014-01-01,0.00032263115
217_2014-01-01,0.00017302335
218_2014-01-01,0.00021372364
219_2014-01-01,0.00017012171
220_2014-01-01,0.00014623287
221_2014-01-01,0.0041867006
222_2014-01-01,0.065907754
223_2014-01-01,0.035699278
224_2014-01-01,0.0026112376
225_2014-01-01,0.00036697276
226_2014-01-01,8.018383e-05
227_2014-01-01,5.7699504e-05
228_2014-01-01,6.1021306e-05
229_2014-01-01,0.00010065428
230_2014-01-01,9.630194e-05
231_2014-01-01,8.227122e-05
232_2014-01-01,8.340707e-05
233_2014-01-01,0.00020586622
234_2014-01-01,0.0017756526
235_2014-01-01,0.0034971032
236_2014-01-01,0.0032182368
237_2014-01-01,0.00831743
238_2014-01-01,0.0030384115
239_2014-01-01,0.0047656056
240_2014-01-01,0.026931765
241_2014-01-01,0.030888256
242_2014-01-01,0.01881843
243_2014-01-01,0.022689223
244_2014-01-01,0.12156326
245_2014-01-01,0.09198112
246_2014-01-01,0.12956017
247_2014-01-01,0.091640376
248_2014-01-01,0.11779042
249_2014-01-01,0.10549449
250_2014-01-01,0.12509733
251_2014-01-01,0.14624232
252_2014-01-01,0.2077988
253_2014-01-01,0.2605529
254_2014-01-01,0.11362411
255_2014-01-01,0.07949423
256_2014-01-01,0.10339512
257_2014-01-01,0.061466113
258_2014-01-01,0.020923948
259_2014-01-01,0.002428905
260_2014-01-01,0.0055075972
261_2014-01-01,0.007978746
262_2014-01-01,0.007729154
263_2014-01-01,0.011224686
264_2014-01-01,0.010810047
265_2014-01-01,0.03210456
266_2014-01-01,0.016188808
267_2014-01-01,0.036690444
268_2014-01-01,0.020610595
269_2014-01-01,0.002994067
270_2014-01-01,0.00064451434
271_2014-01-01,0.00016211056
272_2014-01-01,0.00018673234
273_2014-01-01,0.00018560655
274_2014-01-01,0.00014363493
275_2014-01-01,0.0001609761
276_2014-01-01,0.00011893259
277_2014-01-01,0.00014553845
278_2014-01-01,0.00012770071
279_2014-01-01,7.002038e-05
280_2014-01-01,9.384975e-05
281_2014-01-01,6.32131e-05
282_2014-01-01,7.520445e-05
283_2014-01-01,0.00010702086
284_2014-01-01,0.00013234855
285_2014-01-01,0.00010020274
286_2014-01-01,9.9278564e-05
287_2014-01-01,9.7035336e-05
288_2014-01-01,0.0006436267
289_2014-01-01,0.0008764756
290_2014-01-01,0.0010583719
291_2014-01-01,4.3360327e-05
292_2014-01-01,5.507882e-05
293_2014-01-01,0.0013930398
294_2014-01-01,0.006021267
295_2014-01-01,0.02000869
296_2014-01-01,0.010232571
297_2014-01-01,0.012072328
298_2014-01-01,0.005222979
299_2014-01-01,0.0029230397
300_2014-01-01,0.013655005
301_2014-01-01,0.015043633
302_2014-01-01,0.017024972
303_2014-01-01,0.031514354
304_2014-01-01,0.026701674
305_2014-01-01,0.07663122
306_2014-01-01,0.080775365
307_2014-01-01,0.13682471
308_2014-01-01,0.07205106
309_2014-01-01,0.07509804
310_2014-01-01,0.056827854
311_2014-01-01,0.018954348
312_2014-01-01,0.007245728
313_2014-01-01,0.00106774
314_2014-01-01,0.000976716
315_2014-01-01,0.0009010994
316_2014-01-01,0.0011561976
317_2014-01-01,0.0014839739
318_2014-01-01,0.0012092981
319_2014-01-01,0.0029376196
320_2014-01-01,0.0031099794
321_2014-01-01,0.0027509506
322_2014-01-01,0.002208988
323_2014-01-01,0.0030747661
324_2014-01-01,0.015712807
325_2014-01-01,0.00081398454
326_2014-01-01,0.0002332864
327_2014-01-01,9.927827e-05
328_2014-01-01,0.00012060007
329_2014-01-01,0.00016892845
330_2014-01-01,0.00017948433
331_2014-01-01,0.00013292806
332_2014-01-01,0.00010792115
333_2014-01-01,0.0001298825
334_2014-01-01,0.00011284148
335_2014-01-01,6.6506334e-05
336_2014-01-01,7.683313e-05
337_2014-01-01,5.1026287e-05
338_2014-01-01,6.63748e-05
339_2014-01-01,9.737914e-05
340_2014-01-01,8.2591694e-05
341_2014-01-01,9.762152e-05
342_2014-01-01,0.00013204789
343_2014-01-01,7.48144e-05
344_2014-01-01,5.3390017e-05
345_2014-01-01,5.8926005e-05
346_2014-01-01,3.5516296e-05
347_2014-01-01,5.294107e-05
348_2014-01-01,4.7966685e-05
349_2014-01-01,6.0632094e-05
350_2014-01-01,0.0017192045
351_2014-01-01,0.013588035
352_2014-01-01,0.0046487073
353_2014-01-01,0.0055025327
354_2014-01-01,0.0008301752
355_2014-01-01,0.0012145957
356_2014-01-01,0.0038175485
357_2014-01-01,0.008601948
358_2014-01-01,0.0108845765
359_2014-01-01,0.0029572041
360_2014-01-01,0.0030278955
361_2014-01-01,0.029501734
362_2014-01-01,0.031141916
363_2014-01-01,0.03636749
364_2014-01-01,0.022887941
365_2014-01-01,0.049470883
366_2014-01-01,0.0443207
367_2014-01-01,0.011575497
368_2014-01-01,0.0032361615
369_2014-01-01,0.0024428524
370_2014-01-01,0.00057620904
371_2014-01-01,0.0006671129
372_2014-01-01,0.0005558626
373_2014-01-01,0.0005903586
374_2014-01-01,0.000408306
375_2014-01-01,0.00044086046
376_2014-01-01,0.0006053624
377_2014-01-01,0.0009156949
378_2014-01-01,0.0009336322
379_2014-01-01,0.00061528245
380_2014-01-01,9.671792e-05
381_2014-01-01,7.100586e-05
382_2014-01-01,5.916576e-05
383_2014-01-01,6.070852e-05
384_2014-01-01,4.1438885e-05
385_2014-01-01,7.529192e-05
386_2014-01-01,7.599058e-05
387_2014-01-01,5.9858812e-05
388_2014-01-01,8.0362646e-05
389_2014-01-01,7.163203e-05
390_2014-01-01,3.827617e-05
391_2014-01-01,4.8823782e-05
392_2014-01-01,3.9636434e-05
393_2014-01-01,5.0468745e-05
394_2014-01-01,6.856212e-05
395_2014-01-01,5.561612e-05
396_2014-01-01,7.711823e-05
397_2014-01-01,9.264888e-05
398_2014-01-01,0.00010111779
399_2014-01-01,5.1865143e-05
400_2014-01-01,6.944504e-05
401_2014-01-01,3.7388647e-05
402_2014-01-01,3.8599068e-05
403_2014-01-01,4.3020817e-05
404_2014-01-01,6.558892e-05
405_2014-01-01,7.0104026e-05
406_2014-01-01,0.00062113913
407_2014-01-01,0.00040721564
408_2014-01-01,0.0007737627
409_2014-01-01,6.0547383e-05
410_2014-01-01,8.384047e-05
411_2014-01-01,0.00010122545
412_2014-01-01,0.009147524
413_2014-01-01,0.028272046
414_2014-01-01,0.014961358
415_2014-01-01,0.022120746
416_2014-01-01,0.023836771
417_2014-01-01,0.023357272
418_2014-01-01,0.007018837
419_2014-01-01,0.004975462
420_2014-01-01,0.010911061
421_2014-01-01,0.091820545
422_2014-01-01,0.043780085
423_2014-01-01,0.008904665
424_2014-01-01,0.0023813273
425_2014-01-01,0.00019224914
426_2014-01-01,0.00014260267
427_2014-01-01,0.00015730811
428_2014-01-01,0.00017037787
429_2014-01-01,0.00012626225
430_2014-01-01,0.00010933881
431_2014-01-01,0.00010917951
432_2014-01-01,9.877346e-05
433_2014-01-01,8.6236345e-05
434_2014-01-01,9.662095e-05
435_2014-01-01,5.9977203e-05
436_2014-01-01,4.7827692e-05
437_2014-01-01,2.679799e-05
438_2014-01-01,3.05977e-05
439_2014-01-01,2.969692e-05
440_2014-01-01,3.3727767e-05
441_2014-01-01,4.7393918e-05
442_2014-01-01,3.983169e-05
443_2014-01-01,5.042915e-05
444_2014-01-01,6.862504e-05
445_2014-01-01,6.609739e-05
446_2014-01-01,4.0840758e-05
447_2014-01-01,5.0763374e-05
448_2014-01-01,3.8660146e-05
449_2014-01-01,4.5215536e-05
450_2014-01-01,6.80987e-05
451_2014-01-01,6.830982e-05
452_2014-01-01,7.029434e-05
453_2014-01-01,8.8474946e-05
454_2014-01-01,9.109215e-05
455_2014-01-01,6.556141e-05
456_2014-01-01,6.529997e-05
457_2014-01-01,2.9090099e-05
458_2014-01-01,3.5529036e-05
459_2014-01-01,3.875172e-05
460_2014-01-01,4.995953e-05
461_2014-01-01,5.605428e-05
462_2014-01-01,5.16206e-05
463_2014-01-01,2.7614318e-05
464_2014-01-01,4.9494432e-05
465_2014-01-01,8.165415e-05
466_2014-01-01,8.2073675e-05
467_2014-01-01,0.01195872
468_2014-01-01,0.004201408
469_2014-01-01,0.023100141
470_2014-01-01,0.006240538
471_2014-01-01,0.014891703
472_2014-01-01,0.0071951197
473_2014-01-01,0.0004384757
474_2014-01-01,0.0008752079
475_2014-01-01,0.005104802
476_2014-01-01,0.029059647
477_2014-01-01,0.022112804
478_2014-01-01,0.04502193
479_2014-01-01,0.01854417
480_2014-01-01,0.0037477897
481_2014-01-01,0.00012253733
482_2014-01-01,7.885187e-05
483_2014-01-01,0.000114965485
484_2014-01-01,8.541929e-05
485_2014-01-01,0.000121516634
486_2014-01-01,8.664585e-05
487_2014-01-01,4.544777e-05
488_2014-01-01,4.6892248e-05
489_2014-01-01,1.8332663e-05
490_2014-01-01,2.1932752e-05
491_2014-01-01,1.9909548e-05
492_2014-01-01,9.074527e-06
493_2014-01-01,6.2644067e-06
494_2014-01-01,8.118172e-06
495_2014-01-01,1.6338114e-05
496_2014-01-01,7.2571706e-06
497_2014-01-01,2.3527184e-05
498_2014-01-01,3.0123572e-05
499_2014-01-01,2.8660146e-05
500_2014-01-01,2.3152521e-05
501_2014-01-01,3.8456914e-05
502_2014-01-01,3.1291842e-05
503_2014-01-01,2.3637605e-05
504_2014-01-01,2.3578576e-05
505_2014-01-01,3.070158e-05
506_2014-01-01,6.785426e-05
507_2014-01-01,5.4662723e-05
508_2014-01-01,6.983773e-05
509_2014-01-01,7.259711e-05
510_2014-01-01,9.137341e-05
511_2014-01-01,0.00010601853
512_2014-01-01,8.8458495e-05
513_2014-01-01,2.2596436e-05
514_2014-01-01,3.5277106e-05
515_2014-01-01,3.5583933e-05
516_2014-01-01,3.310794e-05
517_2014-01-01,2.5508818e-05
518_2014-01-01,2.7925593e-05
519_2014-01-01,3.4063e-05
520_2014-01-01,5.859931e-05
521_2014-01-01,6.812741e-05
522_2014-01-01,7.5145166e-05
523_2014-01-01,0.006733499
524_2014-01-01,0.008839008
525_2014-01-01,0.0019897798
526_2014-01-01,0.00028249103
527_2014-01-01,0.00024521654
528_2014-01-01,0.006188164
529_2014-01-01,0.00032985857
530_2014-01-01,0.0009809579
531_2014-01-01,0.00044739962
532_2014-01-01,0.0007414115
533_2014-01-01,0.003347266
534_2014-01-01,0.0143410275
535_2014-01-01,0.032138508
536_2014-01-01,0.018525736
537_2014-01-01,5.5493372e-05
538_2014-01-01,5.679222e-05
539_2014-01-01,3.6025314e-05
540_2014-01-01,2.1857875e-05
541_2014-01-01,2.7116455e-05
542_2014-01-01,2.3547407e-05
543_2014-01-01,2.040418e-05
544_2014-01-01,1.6970154e-05
545_2014-01-01,1.4858632e-05
546_2014-01-01,1.5776648e-05
547_2014-01-01,1.6095022e-05
548_2014-01-01,1.0875952e-05
549_2014-01-01,6.64491e-06
550_2014-01-01,4.517025e-06
551_2014-01-01,3.5543198e-06
552_2014-01-01,5.726522e-06
553_2014-01-01,5.1708557e-06
554_2014-01-01,9.6858475e-06
555_2014-01-01,9.096067e-06
556_2014-01-01,1.1459244e-05
557_2014-01-01,1.0602617e-05
558_2014-01-01,9.088497e-06
559_2014-01-01,1.0298859e-05
560_2014-01-01,1.0123221e-05
561_2014-01-01,2.1463116e-05
562_2014-01-01,2.424885e-05
563_2014-01-01,4.5853852e-05
564_2014-01-01,4.4209803e-05
565_2014-01-01,4.6587596e-05
566_2014-01-01,6.2037005e-05
567_2014-01-01,9.08905e-05
568_2014-01-01,0.00013101268
569_2014-01-01,0.000102097445
570_2014-01-01,3.5237965e-05
571_2014-01-01,2.3161156e-05
572_2014-01-01,3.56886e-05
573_2014-01-01,3.0868334e-05
574_2014-01-01,2.6609237e-05
575_2014-01-01,3.5153553e-05
576_2014-01-01,4.9844275e-05
577_2014-01-01,6.871869e-05
578_2014-01-01,8.2770275e-05
579_2014-01-01,8.661107e-05
580_2014-01-01,9.673157e-05
581_2014-01-01,0.0019238255
582_2014-01-01,0.00018683635
583_2014-01-01,0.00020905743
584_2014-01-01,0.00019695972
585_2014-01-01,0.005870882
586_2014-01-01,0.00025700865
587_2014-01-01,0.0005792751
588_2014-01-01,0.0004559481
589_2014-01-01,0.00074585906
590_2014-01-01,0.00083950546
591_2014-01-01,0.0042562075
592_2014-01-01,0.0010589357
593_2014-01-01,0.008356964
594_2014-01-01,3.1534462e-05
595_2014-01-01,1.8759796e-05
596_2014-01-01,8.795462e-06
597_2014-01-01,1.3339869e-05
598_2014-01-01,1.3929695e-05
599_2014-01-01,1.5597072e-05
600_2014-01-01,1.1484856e-05
601_2014-01-01,9.223936e-06
602_2014-01-01,1.0475028e-05
603_2014-01-01,9.380635e-06
604_2014-01-01,1.0557556e-05
605_2014-01-01,6.729485e-06
606_2014-01-01,3.7034722e-06
607_2014-01-01,2.6412783e-06
608_2014-01-01,2.4535607e-06
609_2014-01-01,3.732433e-06
610_2014-01-01,4.5396496e-06
611_2014-01-01,6.9856137e-06
612_2014-01-01,5.597977e-06
613_2014-01-01,6.5121185e-06
614_2014-01-01,5.849539e-06
615_2014-01-01,5.164828e-06
616_2014-01-01,6.166475e-06
617_2014-01-01,8.407014e-06
618_2014-01-01,5.239457e-06
619_2014-01-01,1.617422e-05
620_2014-01-01,2.4760186e-05
621_2014-01-01,2.3721568e-05
622_2014-01-01,2.1038139e-05
623_2014-01-01,2.1496671e-05
624_2014-01-01,5.370421e-05
625_2014-01-01,0.00010713839
626_2014-01-01,9.177956e-05
627_2014-01-01,3.0984327e-05
628_2014-01-01,1.62767e-05
629_2014-01-01,1.9463103e-05
630_2014-01-01,2.6548078e-05
631_2014-01-01,2.7864517e-05
632_2014-01-01,3.367512e-05
633_2014-01-01,3.5367786e-05
634_2014-01-01,4.8219023e-05
635_2014-01-01,4.785215e-05
636_2014-01-01,5.4766035e-05
637_2014-01-01,5.9658385e-05
638_2014-01-01,6.154681e-05
639_2014-01-01,0.00011221794
640_2014-01-01,0.00013973104
641_2014-01-01,0.00014853849
642_2014-01-01,0.00017323878
643_2014-01-01,0.00017446281
644_2014-01-01,0.00051310187
645_2014-01-01,0.00034648343
646_2014-01-01,0.0004787413
647_2014-01-01,0.0008460347
648_2014-01-01,0.00093901926
649_2014-01-01,0.00095885166
650_2014-01-01,0.004443487
651_2014-01-01,0.0010613662
652_2014-01-01,0.00077216513
653_2014-01-01,1.9605428e-05
654_2014-01-01,1.5426083e-05
655_2014-01-01,8.008167e-06
656_2014-01-01,8.3132245e-06
657_2014-01-01,1.0165178e-05
658_2014-01-01,1.0685152e-05
659_2014-01-01,7.687366e-06
660_2014-01-01,6.9051316e-06
661_2014-01-01,5.760614e-06
662_2014-01-01,5.055584e-06
663_2014-01-01,6.0426514e-06
664_2014-01-01,3.8119113e-06
665_2014-01-01,2.815229e-06
666_2014-01-01,2.56096e-06
667_2014-01-01,1.7630498e-06
668_2014-01-01,1.7573022e-06
669_2014-01-01,2.846836e-06
670_2014-01-01,3.378566e-06
671_2014-01-01,3.2664718e-06
672_2014-01-01,4.4234102e-06
673_2014-01-01,4.6827254e-06
674_2014-01-01,3.8964545e-06
675_2014-01-01,3.962747e-06
676_2014-01-01,5.1647885e-06
677_2014-01-01,4.666058e-06
678_2014-01-01,6.206139e-06
679_2014-01-01,9.252808e-06
680_2014-01-01,9.34918e-06
681_2014-01-01,1.3458899e-05
682_2014-01-01,1.4596153e-05
683_2014-01-01,3.206714e-05
684_2014-01-01,7.320498e-05
685_2014-01-01,8.3709136e-05
686_2014-01-01,4.8562906e-05
687_2014-01-01,2.511577e-05
688_2014-01-01,4.999437e-05
689_2014-01-01,5.5803128e-05
690_2014-01-01,2.7945149e-05
691_2014-01-01,3.7266123e-05
692_2014-01-01,3.231044e-05
693_2014-01-01,3.0447563e-05
694_2014-01-01,4.32419e-05
695_2014-01-01,4.9734594e-05
696_2014-01-01,6.3716325e-05
697_2014-01-01,6.615849e-05
698_2014-01-01,9.053393e-05
699_2014-01-01,0.00011160476
700_2014-01-01,9.6796255e-05
701_2014-01-01,0.00013294214
702_2014-01-01,0.0001481971
703_2014-01-01,0.0004917148
704_2014-01-01,0.00027012275
705_2014-01-01,0.0007528049
706_2014-01-01,0.0013986176
707_2014-01-01,0.0010046001
708_2014-01-01,0.0014860202
709_2014-01-01,0.00546183
710_2014-01-01,0.004758114
711_2014-01-01,0.0006822594
712_2014-01-01,1.8235958e-05
713_2014-01-01,1.0416353e-05
714_2014-01-01,6.7621017e-06
715_2014-01-01,7.7427685e-06
716_2014-01-01,7.802602e-06
717_2014-01-01,8.518997e-06
718_2014-01-01,5.3017484e-06
719_2014-01-01,6.2880854e-06
720_2014-01-01,5.6727213e-06
721_2014-01-01,5.117119e-06
722_2014-01-01,4.1836947e-06
723_2014-01-01,3.5443413e-06
724_2014-01-01,3.2649957e-06
725_2014-01-01,2.879608e-06
726_2014-01-01,1.6366821e-06
727_2014-01-01,2.3613584e-06
728_2014-01-01,2.6617324e-06
729_2014-01-01,2.2113823e-06
730_2014-01-01,2.6145278e-06
731_2014-01-01,3.3317865e-06
732_2014-01-01,5.0718536e-06
733_2014-01-01,3.1704571e-06
734_2014-01-01,4.119225e-06
735_2014-01-01,4.1907747e-06
736_2014-01-01,2.9923142e-06
737_2014-01-01,4.6773876e-06
738_2014-01-01,8.529703e-06
739_2014-01-01,1.2517873e-05
740_2014-01-01,1.3505275e-05
741_2014-01-01,1.2460857e-05
742_2014-01-01,2.6219805e-05
743_2014-01-01,6.8091555e-05
744_2014-01-01,8.5133215e-05
745_2014-01-01,2.7892802e-05
746_2014-01-01,2.8584403e-05
747_2014-01-01,5.3314918e-05
748_2014-01-01,2.9233042e-05
749_2014-01-01,4.5497505e-05
750_2014-01-01,5.132794e-05
751_2014-01-01,3.6239395e-05
752_2014-01-01,2.6091298e-05
753_2014-01-01,3.0060755e-05
754_2014-01-01,3.970222e-05
755_2014-01-01,5.4149295e-05
756_2014-01-01,6.633918e-05
757_2014-01-01,0.00010325088
758_2014-01-01,0.0001228524
759_2014-01-01,0.00013339228
760_2014-01-01,0.0001054341
761_2014-01-01,0.0001584894
762_2014-01-01,0.00019913792
763_2014-01-01,0.00042347642
764_2014-01-01,0.0011356269
765_2014-01-01,0.001128611
766_2014-01-01,0.001326199
767_2014-01-01,0.0048335325
768_2014-01-01,0.010126181
769_2014-01-01,0.00083765533
770_2014-01-01,1.12073385e-05
771_2014-01-01,1.0133508e-05
772_2014-01-01,5.010595e-06
773_2014-01-01,5.1871993e-06
774_2014-01-01,4.7526137e-06
775_2014-01-01,4.898289e-06
776_2014-01-01,6.0322873e-06
777_2014-01-01,5.6818444e-06
778_2014-01-01,5.264611e-06
779_2014-01-01,4.112266e-06
780_2014-01-01,4.1533026e-06
781_2014-01-01,3.7910295e-06
782_2014-01-01,2.4326334e-06
783_2014-01-01,1.3900814e-06
784_2014-01-01,1.4042597e-06
785_2014-01-01,2.648472e-06
786_2014-01-01,2.3630907e-06
787_2014-01-01,2.0970758e-06
788_2014-01-01,1.9268534e-06
789_2014-01-01,2.8695115e-06
790_2014-01-01,5.7553257e-06
791_2014-01-01,5.5623227e-06
792_2014-01-01,4.3663013e-06
793_2014-01-01,3.9814454e-06
794_2014-01-01,4.565156e-06
795_2014-01-01,7.11705e-06
796_2014-01-01,7.2265684e-06
797_2014-01-01,8.076981e-06
798_2014-01-01,1.1096722e-05
799_2014-01-01,1.1602484e-05
800_2014-01-01,1.7064101e-05
801_2014-01-01,4.55308e-05
802_2014-01-01,5.9155715e-05
803_2014-01-01,2.055035e-05
804_2014-01-01,2.4832476e-05
805_2014-01-01,5.742126e-05
806_2014-01-01,4.6574758e-05
807_2014-01-01,4.62674e-05
808_2014-01-01,3.81906e-05
809_2014-01-01,3.4028904e-05
810_2014-01-01,2.53723e-05
811_2014-01-01,3.517562e-05
812_2014-01-01,4.915942e-05
813_2014-01-01,5.7400128e-05
814_2014-01-01,6.492674e-05
815_2014-01-01,0.00010167578
816_2014-01-01,0.00011525011
817_2014-01-01,0.000114319526
818_2014-01-01,0.00012593856
819_2014-01-01,0.00018937403
820_2014-01-01,0.000390635
821_2014-01-01,0.0006368197
822_2014-01-01,0.0008026372
823_2014-01-01,0.025288375
824_2014-01-01,0.0077968426
825_2014-01-01,0.022712803
826_2014-01-01,0.0018376835
827_2014-01-01,1.116944e-05
828_2014-01-01,7.7078175e-06
829_2014-01-01,6.463025e-06
830_2014-01-01,2.8006082e-06
831_2014-01-01,4.0549803e-06
832_2014-01-01,4.7781814e-06
833_2014-01-01,4.291293e-06
834_2014-01-01,3.5057021e-06
835_2014-01-01,3.9277343e-06
836_2014-01-01,4.505787e-06
837_2014-01-01,4.057235e-06
838_2014-01-01,4.2683832e-06
839_2014-01-01,3.5754285e-06
840_2014-01-01,3.0870883e-06
841_2014-01-01,1.8961774e-06
842_2014-01-01,1.6367429e-06
843_2014-01-01,1.8653652e-06
844_2014-01-01,1.9762945e-06
845_2014-01-01,1.5116597e-06
846_2014-01-01,1.888007e-06
847_2014-01-01,2.7498413e-06
848_2014-01-01,4.8835495e-06
849_2014-01-01,4.5068014e-06
850_2014-01-01,4.3623263e-06
851_2014-01-01,4.4942813e-06
